10	2.5738e-05	4.04455e-05	4.49195e-05	4.87465e-05	0.0119874
20	3.168e-05	0.00025594	0.000267232	0.00054827	0.01123
30	5.0605e-05	5.5534e-05	6.51625e-05	0.000208216	0.000526939
40	7.8417e-05	8.24545e-05	8.94885e-05	0.000208361	0.000517391
50	0.000107561	0.000115091	0.000124669	0.000285922	0.00162136
60	0.000149971	0.000165305	0.000184036	0.000435723	0.0014249
70	0.00019662	0.000214332	0.000241533	0.000389992	0.000611949
80	0.00023977	0.000280967	0.000297634	0.000495976	0.00137378
90	0.000313299	0.000359846	0.00055662	0.000643013	0.00835236
100	0.000459172	0.000556179	0.000717272	0.00116264	0.0107559
110	0.000540174	0.000680492	0.000972115	0.00123864	0.0194739
120	0.000647516	0.000929039	0.00102626	0.00131392	0.0186358
130	0.000772871	0.000966594	0.00120722	0.00154726	0.00829845
140	0.000871396	0.00103305	0.00122697	0.00155958	0.00216214
150	0.000978437	0.00108139	0.00133347	0.00162648	0.00277334
160	0.00108409	0.00128226	0.00154088	0.00195337	0.00387192
170	0.00126307	0.00136185	0.00151506	0.00179585	0.0130393
180	0.00136804	0.0014964	0.00166931	0.0022243	0.00468987
190	0.00147753	0.00167981	0.0019401	0.00248218	0.00362829
200	0.00175052	0.00187787	0.0020415	0.00271178	0.00381866
210	0.00195062	0.00205026	0.00230355	0.00277951	0.00996001
220	0.00216357	0.00231854	0.00259967	0.00303652	0.00415986
230	0.00237859	0.00249544	0.00261204	0.00296075	0.00405208
240	0.00266534	0.00306149	0.00351709	0.00377514	0.00469969
250	0.00283932	0.00299425	0.00324079	0.00367174	0.00540979
260	0.00312497	0.0034047	0.00395984	0.00419799	0.00569169
270	0.00352505	0.00377015	0.00422916	0.00453642	0.00600494
280	0.00383834	0.00422099	0.00471643	0.00512928	0.0112618
290	0.00432615	0.00487411	0.00526225	0.00559928	0.00640118
300	0.00474768	0.00519787	0.0056577	0.0060266	0.00791764
310	0.00487872	0.00527416	0.00585897	0.00668926	0.00825278
320	0.00542887	0.0059455	0.00654066	0.00682665	0.0109831
330	0.00588756	0.0066791	0.0071374	0.00771242	0.0154608
340	0.00626493	0.0069358	0.00744525	0.00824419	0.0139902
350	0.00677825	0.00742601	0.00792084	0.00834435	0.010109
360	0.00684826	0.00780983	0.00842231	0.00918323	0.0157241
370	0.00768119	0.00856519	0.00901962	0.00976969	0.0181814
380	0.00801038	0.00903647	0.0100818	0.0109326	0.0201631
390	0.00870825	0.00994321	0.0104708	0.0109888	0.0199522
400	0.00917551	0.010555	0.0110603	0.011688	0.019816
410	0.00965935	0.0109221	0.0113195	0.0116729	0.0130057
420	0.010472	0.0112869	0.0118224	0.0128137	0.0144667
430	0.0105603	0.011512	0.0126804	0.0136194	0.0175404
440	0.01072	0.0120521	0.0128147	0.0137027	0.0596072
450	0.0117407	0.0125173	0.0132771	0.0143417	0.102537
460	0.0123828	0.0139257	0.0144777	0.0155953	0.0392922
470	0.0122973	0.0136244	0.0144229	0.01525	0.0237281
480	0.0127809	0.0140561	0.0149486	0.0158473	0.0234319
490	0.0136467	0.0147857	0.0160388	0.0193915	0.0782244
500	0.0136676	0.0145886	0.0151711	0.0161405	0.0272996
