10	0.000278032	0.000662248	0.00130102	0.00195795	0.00499288
20	0.000204054	0.000307598	0.000449659	0.000581247	0.00133128
30	0.000401254	0.000550248	0.000775341	0.0010006	0.00168978
40	0.000776798	0.000818747	0.000986012	0.00111176	0.0021164
50	0.00138379	0.00142741	0.00160824	0.00166268	0.010873
60	0.00228629	0.00243322	0.00255356	0.00264453	0.00365106
70	0.00352331	0.0036795	0.00380997	0.00392343	0.00462799
80	0.00513562	0.00539912	0.00561065	0.00579497	0.00649974
90	0.00621605	0.00754821	0.00783143	0.00821002	0.0205925
100	0.00940899	0.0101536	0.0110554	0.0121229	0.0214847
110	0.0114509	0.0120181	0.0126807	0.0135543	0.0225109
120	0.0115816	0.0127732	0.0131779	0.01398	0.0259637
130	0.0122929	0.0144419	0.0152365	0.0158898	0.0238858
140	0.0140026	0.0152665	0.0158981	0.0171445	0.0310776
150	0.014734	0.0167169	0.017354	0.0183908	0.0216871
160	0.0166412	0.017976	0.0189285	0.0196431	0.0286134
170	0.0179712	0.0197952	0.0207029	0.0215053	0.031884
180	0.0198917	0.0217889	0.0228782	0.024741	0.0346195
190	0.0219958	0.0232377	0.0237699	0.0250208	0.0378538
200	0.0238575	0.0250796	0.0262467	0.0278476	0.0362703
210	0.0265455	0.0278576	0.0286749	0.0304011	0.0413535
220	0.0290171	0.030745	0.0331247	0.0351992	0.0452179
230	0.0313292	0.0335119	0.0344915	0.0362762	0.0387209
240	0.0361064	0.0377044	0.0393267	0.0406856	0.0454707
250	0.0375991	0.0415926	0.0435059	0.0454051	0.0563303
260	0.0437888	0.0463511	0.0484053	0.0523204	0.0687297
270	0.0486662	0.0525327	0.0551921	0.0592493	0.0767585
280	0.0539952	0.0560547	0.0576557	0.0598432	0.0659921
290	0.060378	0.0624052	0.0660987	0.0688607	0.0825128
300	0.0663842	0.0689106	0.0707348	0.0727384	0.080044
310	0.0735629	0.0765651	0.0781852	0.0810388	0.102727
320	0.0804553	0.0839848	0.0864549	0.0889183	0.104662
330	0.0884042	0.093187	0.0957596	0.0977382	0.101627
340	0.0993691	0.101986	0.104614	0.107566	0.127177
350	0.108805	0.111126	0.113772	0.116656	0.143071
360	0.115539	0.121272	0.123375	0.126596	0.136583
370	0.127287	0.132069	0.13446	0.138493	0.18274
380	0.138132	0.1426	0.14534	0.149548	0.197498
390	0.151686	0.158549	0.16233	0.170007	0.193478
400	0.15837	0.168359	0.174736	0.184047	0.214672
410	0.171655	0.178954	0.182609	0.186367	0.239325
420	0.185568	0.190563	0.195399	0.205383	0.273811
430	0.197676	0.205285	0.209978	0.218701	0.277751
440	0.211328	0.216572	0.222398	0.227268	0.290851
450	0.226006	0.233717	0.237715	0.244312	0.290525
460	0.240055	0.25065	0.255672	0.264387	0.310244
470	0.261303	0.270211	0.276318	0.282593	0.338681
480	0.277121	0.283158	0.287614	0.294901	0.370222
490	0.293916	0.3025	0.315178	0.383902	0.580031
500	0.309234	0.318727	0.321712	0.32645	0.344141
